year,Month,Country,Original Recipient,Type,Gen.,Price Paid (USDm),Term (Years),Band Paired,Band Unpaired,Block Paired,Block Unpaired,Range Paired,Range Unpaired,Note,Other Details,Region,edit_manual
1996,,Sweden,Telia ,GSM,2G,,15,1800,,2x18,,1817.1-1835.1/1722.1-1740.1,,,,Western Europe,No
2015,Feb,Liechtenstein,Orange Liechtenstein (Salt),Open,,0.02,1.5,2100,,2x19.6,,"1940.3-1945.1/2130.3-2135.1, 1950.1-1964.9/2140.1-2154.9",,,,Western Europe,No
2015,Feb,Liechtenstein,Swisscom Liechtenstein,Open,,,8.5,2100,,2x19.6,,1940.3-1959.9/2130.3-2149.9,,(Refarmed) Effective from Jun-16,,Western Europe,No
2018,Feb,Finland,Aland Telecommunications (Alcom),Open,,,14,2100,,2x19.8,,"1920.3-1940.1, 2110.3-2130.1",,Valid from 19 March 2019,Renewal,Western Europe,No
2015,Feb,Liechtenstein,Orange Liechtenstein (Salt),Open,,,8.5,2100,,2x19.8,,1959.9-1979.7/2149.9-2169.7,,(Refarmed) Effective from Jun-16,,Western Europe,No
2015,Feb,Liechtenstein,Swisscom Liechtenstein,Open,,0.02,1.5,2100,,2x19.8,,"1920.5-1935.1/2110.5-2125.3, 1945.1-1950.1/2135.1-2140.1",,,,Western Europe,No
2015,Feb,Liechtenstein,Telecom Liechtenstein (FL1),Open,,0.02,1.5,2100,,2x19.8,,"1964.9-1979.7/2154.9-2169.7, 1935.3-1940.3/2125.3-2130.3",,,,Western Europe,No
2015,Feb,Liechtenstein,Telecom Liechtenstein (FL1),Open,,,8.5,2100,,2x19.8,,1920.5-1940.3/2110.5-2130.3,,(Refarmed) Effective from Jun-16,,Western Europe,No
2012,Nov,Norway,Telenor Norge,W-CDMA,3G,,20,2100,,2x19.8,,1940.1-1959.9 / 2130.1-2149.9,,,,Western Europe,No
2012,Nov,Norway,TeliaSonera Norge,W-CDMA,3G,,20,2100,,2x19.8,,1920.3-1940.1 / 2110.3-2130.1,,,,Western Europe,No
2007,Aug,Malta,3G Telecommunications,W-CDMA,3G,7.8,15,2100,2100,2x19.8,5,1940.1-1959.9/2130.1-2149.9,1904.9-1909.9,,Acquired by Melita,Western Europe,No
2005,Aug,Malta,GO,W-CDMA,3G,7.1,15,2100,2100,2x19.8,5,1920.3-1940.1/2110.3-2130.1,1914.9-1919.9,,,Western Europe,No
2005,Aug,Malta,Vodafone,W-CDMA,3G,7.1,15,2100,2100,2x19.8,5,1959.9-1979.7/2149.9-2169.7,1909.9-1914.9,,,Western Europe,No
2001,Jan,Portugal,Telecomunicacoes Moveis Nacionais (TMN),W-CDMA,3G,90,15,2100,,2x19.8,,2149.9-2169.7/1959.9-1979.7,,Now MEO,,Western Europe,No
2001,Jan,Portugal,Vodafone Portugal,W-CDMA,3G,90,15,2100,,2x19.8,,2110.3-2130.3/1920.3-1940.1,,,,Western Europe,No
2013,Oct,Belgium,KPN Belgium,GSM,2G,,5,"900, 1800",,"2x2, 2x3, 2x22",,,,renewal,,Western Europe,No
1998,Jul,Belgium,KPN,DCS,2G,,15,"900, 1800",,"2x2, 2x3, 2x22",,,,now Telenet,,Western Europe,No
2004,Oct,Austria,tele.ring,GSM,2G,0.2,,,,2x2.2,,,,Sold to T-Mobile Apr-06,,Western Europe,No
2014,Sep,Belgium,Belgacom,GSM,2G,,5,"900, 1800",,"2x2.4, 2x5",,,,now Proximus,,Western Europe,No
2012,Feb,Sweden,Tele2,Open,,,,900,,2x2.5,,897.5-900/942.5-945,,,Given permission in Feb-12 to use 2x2.5MHz (awarded to Telenor),Western Europe,No
2002,Oct,Austria,Mobilkom,GSM,2G,5.1,,,,2x2.6,,,,,,Western Europe,No
2001,Feb,Denmark,Orange,GSM,2G,,16,900,,2x2.6,,880.1-882.7/925.1-927.7,,,,Western Europe,No
2000,Jun,Iceland,IMC,GSM,2G,n/a,15,1800,,2x2.8,,1766.3-1769.1/1861.3-1864.1,,,,Western Europe,No
1991,Mar,France,Altice,GSM,2G,,15,1800,,"2x2.8, 2x21",,"1710.1-1712.9/1805.1-1807.9, 1737.1-1758.1/1932.1+1853.1",,,,Western Europe,No
2019,Jun,Germany,Telekom Deutschland,Open,,851,,2100,,2x20,,,,,,Western Europe,No
2019,Jun,Germany,Vodafone,Open,,806,,2100,,2x20,,,,,,Western Europe,No
2018,Dec,Spain,Grupo MASMOVIL,Open,5G,34.9,,3500,,2x20,,3500-3520/3400-3420,,Acquired from Eurona; original 20-year concession valid until 2020,,Western Europe,No
2018,Mar,Isle of Man,Manx Telecom,Open,,,,2100,,2x20,,,,Additional spectrum award,,Western Europe,No
2018,Mar,Isle of Man,Sure Telecom,Open,,,,2100,,2x20,,,,Additional spectrum award,,Western Europe,No
2017,May,Iceland,Fjarskipti,Open,4G,0.102,15,2600,,2x20,,2520-2540/2640-2660,,,,Western Europe,No
2017,May,Iceland,Siminn,Open,4G,0.102,15,2600,,2x20,,2500-2520/2620-2640,,,,Western Europe,No
2016,Sep,Denmark,Hi3G,LTE,4G,48.03,15,1800,,2x20,,1740-1760/1835-1855,,"regional (Area 3), effective Jun-17",,Western Europe,No
2016,Sep,Denmark,TDC,LTE,4G,48.03,15,1800,,2x20,,1710-1730/1805-1825,,"regional (Area 2), effective Jun-17",,Western Europe,No
2016,May,Spain,Orange Espana,Open,4G,24.4,14,3500,,2x20,,3560-3580/3460-3480,,,,Western Europe,No
2015,Feb,Liechtenstein,Orange Liechtenstein (Salt),Open,,0.01,10,2600,,2x20,,2545-2565/2665-2685,,,,Western Europe,No
2015,Feb,Liechtenstein,Swisscom Liechtenstein,Open,,0.01,10,2600,,2x20,,2525-2545/2645-2665,,,,Western Europe,No
2015,Feb,Liechtenstein,Telecom Liechtenstein (FL1),Open,,0.05,10,800,,2x20,,842-862/801-821,,,,Western Europe,No
2015,Feb,Liechtenstein,Telecom Liechtenstein (FL1),Open,,0.01,10,2600,,2x20,,2500-2520/2620-2640,,,,Western Europe,No
2014,Oct,Greece,Vodafone,LTE,4G,25.3,15,2600,,2x20,1x20,2500-2520/2620-2640,2595-2615,Valid from Feb-15,,Western Europe,No
2014,Oct,Greece,Wind Hellas,LTE,4G,22.5,15,2600,,2x20,,2550-2570/2670-2690,,Valid from Feb-15,,Western Europe,No
2013,Dec,Norway,Telco Data,LTE,4G,114,20,1800,,2x20,,1765-1785 / 1860-1880,,Now part of ice,,Western Europe,No
2013,Jan,Netherlands,KPN,LTE,4G,*,17,1800,,2x20,,1710-1730/1805-1825,,,*KPN paid total EUR1.351 billion (USD1.784 billion) for multiple blocks issued Jan-13 (auctioned Oct-12),Western Europe,No
2013,Jan,Netherlands,Vodafone,LTE,4G,*,17,1800,,2x20,,1730-1750/1825-1845,,,*Vodafone paid total EUR1.380 billion (USD1.822 billion) for multiple blocks issued Jan-13 (auctioned Oct-12),Western Europe,No
2012,Jul,Denmark,TDC,LTE,4G,105.5,20,800,,2x20,,801-821/842-862,,effective Jan-13,,Western Europe,No
2012,Mar,Portugal,Optimus,LTE,4G,13.9,15,2600,,2x20,,2530-2550/2650-2670,,Now Nos,,Western Europe,No
2012,Mar,Portugal,Optimus,LTE,4G,12.8,15,1800,,2x20,,1825-1845/1730-1750,,Now Nos; receipt of 2x6MHz delayed until Nov-12,,Western Europe,No
2012,Mar,Portugal,Telecomunicacoes Moveis Nacionais (TMN),LTE,4G,13.9,15,2600,,2x20,,2550-2570/2670-2690,,Now MEO,,Western Europe,No
2012,Mar,Portugal,Vodafone Portugal,LTE,4G,13.9,15,2600,,2x20,,2630-2650/2510-2530,,,,Western Europe,No
2012,Feb,Sweden,Net4Mobility,LTE,4G,,,2600,,2x20,,2550-2570/2670-2690,,,,Western Europe,No
2012,Feb,Sweden,Net4Mobility,LTE,4G,,,2600,,2x20,,2500-2520/2620-2640,,,,Western Europe,No
2012,Feb,Switzerland,Orange (now Salt),Open,,,18,2600,,2x20,,2545-2565/2665-2685,,,,Western Europe,No
2012,Feb,Switzerland,Orange (now Salt),Open,,,12,2100,,2x20,,1959.9-1979.7/2149.9-2169.7,,Effective from Jan 2017,,Western Europe,No
2012,Feb,Switzerland,Sunrise,Open,,,16,1800,,2x20,,1765.1-1784.9/1860.1-1879.9,,,,Western Europe,No
2012,Feb,Switzerland,Swisscom,Open,,,18,2600,,2x20,,2525-2545/2645-2665,,,,Western Europe,No
2011,Nov,Belgium,Mobistar,LTE,4G,27.1,15,2600,,2x20,,,,now Orange,,Western Europe,No
2011,Nov,Belgium,Proximus,LTE,4G,27.5,15,2600,,2x20,,,,,,Western Europe,No
2011,Oct,France,Free,LTE,4G,305,20,2600,,2x20,,2550-2570/2670-2690,,,11-1169,Western Europe,No
2011,Oct,France,Orange,LTE,4G,385,20,2600,,2x20,,2515-2535/2635-2655,,,11-1170,Western Europe,No
2011,Oct,Spain,Orange Espana ,Open,4G,64.6,19,2600,,2x20,,2640-2660/2520-2540,,,,Western Europe,No
2011,Sep,Italy,Wind,LTE,4G,177.69,,2600,,2x20,,2550-2570/2670-2690,,,,Western Europe,No
2011,Aug,Malta,GO,Open,2G,,15,1800,,2x20,,1710-1730/1805-1825,,Renewal,,Western Europe,No
2011,Jul,Spain,Telefonica Espana (Movistar),Open,4G,63.7,19,2600,,2x20,,2620-2640/2500-2520,,,,Western Europe,No
2010,Sep,Austria,A1 Telekom Austria,LTE,4G,17.4,16,2600,,2x20,1x25,2500-2520/2620-2640,2595-2620,,,Western Europe,No
2010,Sep,Austria,Hutchison Drei Austria,LTE,4G,14.5,16,2600,,2x20,1x25,2550-2570/2670-2690,2570-2595,,,Western Europe,No
2010,Sep,Austria,T-Mobile,LTE,4G,14.8,16,2600,,2x20,,2520-2540/2640-2660,,,,Western Europe,No
2010,Jun,Denmark,TDC,LTE,4G,55.8,20,2600,,2x20,,2500-2520/2620-2640,,,,Western Europe,No
2010,Jun,Denmark,Telenor,LTE,4G,55.8,20,2600,2600,2x20,10,2550-2570/2670-2690,2595-2605,,,Western Europe,No
2010,Jun,Denmark,Telia,LTE,4G,56.3,20,2600,2600,2x20,10,2530-2550/2650-2670,2595-2605,,,Western Europe,No
2010,May,Germany,Telefonica (O2),Open,4G,107,,2600,2600,2x20,1x10,2550-2570/2670-2690,2610-2620,,,Western Europe,No
2010,May,Germany,Telekom Deutschland,Open,4G,104,,2600,2600,2x20,1x5,2520-2540/2640-2660,2605-2610,,,Western Europe,No
2010,May,Germany,Vodafone,Open,4G,145,,2600,2600,2x20,1x25,2500-2520/2620-2640,2580-2605,,,Western Europe,No
2010,Apr,Netherlands,Tele2,LTE,4G,0.53,20,2600,,2x20,,2545-2565/2665-2685,,,,Western Europe,No
2010,Apr,Netherlands,Ziggo 4,LTE,4G,1.44,20,2600,,2x20,, 2510-2530/2630-2650 ,,Now Vodafone,,Western Europe,No
2009,Dec,France,Bouygues,GSM,4G,,15,1800,,2x20,,1765-1785/1860-1880,,Renewal,09-0838,Western Europe,No
2009,Nov,Finland,DNA Finland,LTE,4G,1,20,2600,,2x20,,,,,,Western Europe,No
2009,Jan,Iceland,Nova,W-CDMA,3G,3,13,2100,,2x20,1x5,1940-1960/2130-2150,1900-1905,,,Western Europe,No
2008,May,Iceland,Fjarskipti,W-CDMA,3G,3,14,2100,,2x20,1x5,1960-1980/2150-2170,1910-1915,,,Western Europe,No
2008,May,Sweden,Tele2,LTE,4G,91.5,15,2600,,2x20,,2500-2520/2620-2640,,,,Western Europe,No
2008,May,Sweden,Telenor,LTE,4G,89,15,2600,,2x20,,2550-2570/2670-2690,,,,Western Europe,No
2008,May,Sweden,TeliaSonera,LTE,4G,93.3,15,2600,,2x20,,2530-2550/2650-2670,,Now Telia,,Western Europe,No
2007,Nov,Norway,TeliaSonera Norge,LTE,4G,7.1,15,2600,2600,2x20,10,2500-2520 / 2620-2640,2680-2690,,,Western Europe,No
2007,Mar,Iceland,Siminn ,W-CDMA,3G,3,15,2100,,2x20,1x5,1920-1940/2110-2130,1915-1920,,,Western Europe,No
2006,Mar,France,Altice,GSM,2G,,15,1800,,2x20,,1730-1750/1825-1845,,Renewal,06-0140,Western Europe,No
2006,Mar,France,Orange,GSM,2G,,15,1800,,2x20,,1710-1730/1805-1825,,Renewal,06-0239,Western Europe,No
2001,Jul,Greece,Panafon,W-CDMA,3G,149.9,20,2100,,2x20,1x5,1920.3-1940.3/2110.3-2130.3,1915.1-1920.1,,,Western Europe,No
1999,,Malta,Mobisle,GSM,2G,,,1800,,2x20,,1710-1730/1805-1825,,,Now GO,Western Europe,No
1998,Jul,Spain,Telefonica Moviles Espana ,GSM,2G,,32,1800,,2x20,,1805.1-1825.1/1710.1-1730.1,,,,Western Europe,No
1998,Jul,Spain,Vodafone Spain,GSM,2G,,32,1800,,2x20,,1825.1-1845.1/1730.1-1750.1,,,,Western Europe,No
1998,Jun,Spain,Retevision Movil,GSM,2G,,32,1800,,2x20,,1859.9-1879.9/1764.9-1784.9,,Now Orange Espana,,Western Europe,No
1998,Feb,Netherlands,Libertel,GSM,2G,,15,1800,,2x20,,,,Now Vodafone,,Western Europe,No
2013,Oct,Austria,A1 Telekom Austria,LTE,4G,1410,"15, 20","800, 900, 1800",,"2x20, 2x15, 2x35",,"832-852/791-811, 900-915/945-960, 1750-1785/1845-1880",,,,Western Europe,No
1997,Feb,Germany,Viag Interkom,GSM,2G,,20,1800,,2x22.4,,1730.1-1752.5/1825.1-1847.5,,,,Western Europe,No
1993,,Germany,E1,GSM,2G,,20,1800,,2x22.4,,1758.1-1780.5/1853.1-1875.5,,,,Western Europe,No
1991,Mar,France,FT Mobile,GSM,2G,,15,1800,,2x23.8,,1713.1-1736.9/1808.1-1831.9,,,,Western Europe,No
2009,Apr,Finland,DNA Finland,LTE,4G,,,1800,,2x24.8,,,,,,Western Europe,No
2009,Apr,Finland,Elisa Corporation,LTE,4G,,,1800,,2x24.8,,,,,,Western Europe,No
2009,Apr,Finland,TeliaSonera Finland,LTE,4G,,,1800,,2x24.8,,,,,,Western Europe,No
2017,Nov,Greece,Cosmote,Open,4G,97.9,15,1800,,2x25,,1760-1785/1855-1880,,Renewal; valid from Dec-20,,Western Europe,No
2016,Sep,Denmark,TT-Netvaerket,LTE,4G,68.05,15,1800,,2x25,,1760-1785/1855-1880,,"regional (Area 1), effective Jun-17",,Western Europe,No
2015,May,Germany,Vodafone,Open,"2G, 3G, 4G",1297,,1800,,2x25,,1760-1785/1855-1880,,,,Western Europe,No
2012,Jul,Luxembourg,Orange,LTE,4G,,15,1800,,2x25,,,,,,Western Europe,No
2012,Jul,Luxembourg,Post Luxembourg,LTE,4G,,15,1800,,2x25,,,,,,Western Europe,No
2012,Jun,Luxembourg,Tango,LTE,4G,,15,1800,,2x25,,,,,,Western Europe,No
2012,Feb,Switzerland,Orange (now Salt),Open,,,16,1800,,2x25,,1740.1-1765.1/1835.1-1860.1,,,,Western Europe,No
2012,Feb,Switzerland,Sunrise,Open,,,18,2600,,2x25,,2500-2525/2620-2645,,,,Western Europe,No
2011,Aug,Malta,Vodafone,Open,2G,,15,1800,,2x25,,1735-1760/1830-1855,,Renewal,,Western Europe,No
2009,Nov,Finland,Elisa Corporation,LTE,4G,1.23,20,2600,,2x25,,,,,,Western Europe,No
2009,Nov,Finland,TeliaSonera Finland,LTE,4G,1.2,20,2600,,2x25,,,,,,Western Europe,No
2008,Apr,Switzerland,Orange (now Salt),GSM,2G,,4,900,,2x25,,,,Extension of existing licence to 31 Dec 2013,,Western Europe,No
2008,Apr,Switzerland,Sunrise,GSM,2G,,4,900,,2x25,,,,Extension of existing licence to 31 Dec 2013,,Western Europe,No
2008,Apr,Switzerland,Swisscom,GSM,2G,,4,900,,2x25,,,,Extension of existing licence to 31 Dec 2013,,Western Europe,No
1998,,Switzerland,Orange (now Salt),GSM,2G,,10,900,,2x25,,,,,,Western Europe,No
1998,,Switzerland,Swisscom,GSM,2G,,10,900,,2x25,,,,,,Western Europe,No
1998,,Switzerland,diAX (now Sunrise),GSM,2G,,10,900,,2x25,,,,,,Western Europe,No
1995,Dec,Greece,Cosmote,GSM,2G,,25,1800,,2x25,,1760-1785/1855-1880,,,,Western Europe,No
1993,,Andorra,Andorra Telecommunication Service  (STA),GSM,2G,,,900,,2x25,,890-915/935-960,,,,Western Europe,No
1998,Nov,France,Bouygues,GSM,2G,,15,1800,,2x26.6,,1758.3-1784.9/1853.3-1879.9,,,98-957,Western Europe,No
2009,Dec,Portugal,Telecomunicacoes Moveis Nacionais (TMN),BFWA,4G,,15,3500,,2x28,,3510-3538/3410-3438,,"Now MEO; Zones 1, 5, 6 and 7 only",,Western Europe,No
2004,Oct,Austria,ONE,GSM,2G,0.3,,,,2x3.2,,,,,,Western Europe,No
2012,Feb,Iceland,IMC,GSM,2G,n/a,10,1800,,2x3.4,,1740.3-1743.7/1835.3-1838.7,,,,Western Europe,No
2018,Apr,Malta,Vodafone,Open,4G,,,2600,,2x30,,2540-2570/2660-2690,,,,Western Europe,No
2015,Feb,Liechtenstein,Orange Liechtenstein (Salt),Open,,0.034,10,1800,,2x30,,1740.1-1770.1/1835.1-1865.1,,,,Western Europe,No
2014,Dec,Andorra,Andorra Telecom,Open,,,,800,,2x30,,791-821/832-862,,,,Western Europe,No
2014,Oct,Greece,Cosmote,LTE,4G,30.5,15,2600,,2x30,1x20,2520-2550/2640-2670,2575-2595,Valid from Feb-15,,Western Europe,No
2013,Jul,Greenland,TELE-POST,Open,4G,,,800,,2x30,,832-862/791-821,,,,Western Europe,No
2013,Jan,Netherlands,T-Mobile,LTE,4G,*,17,1800,,2x30,,1750-1780/1845-1875,,,*T-Mobile paid total EUR911 million (USD1.203 billion) for multiple blocks issued Jan-13 (auctioned Oct-12),Western Europe,No
2012,Feb,Switzerland,Swisscom,Open,,,16,1800,,2x30,,1710.1-1740.1/1805.1-1835.1,,,,Western Europe,No
2012,Feb,Switzerland,Swisscom,Open,,,12,2100,,2x30,,1930.3-1959.9/2120.3-2149.9,,Effective from Jan 2017,,Western Europe,No
2015,Mar,Finland,Aland Telecommunications (Alcom),LTE,4G,,18,2600,,2x35,,"2505-2510, 2625-2630 / 2540-2570/2660-2690",,,,Western Europe,No
2014,Dec,Andorra,Andorra Telecom,Open,,,,900,,2x35,,880-915/925-960,,,,Western Europe,No
2010,Oct,Sweden,TeliaSonera,Open,,,,1800,,2x35,,1710-1745/1805-1840,,,,Western Europe,No
2015,Jan,Finland,Aland Telecommunications (Alcom),LTE,4G,,18,1800,,2x37.5,,1747.5-1785.0/1842.5-1880.0,,,,Western Europe,No
2006,Dec,Denmark,GSA (Butlernetworks),LTE,4G,,15,870,,2x4,,872-876/917-921,,,,Western Europe,No
2011,Jul,Belgium,Tecteo Telenet Bidco (TTB),Open,3G,102,10,"900, 1800",,"2x4.2, 2x15",,,,cancelled,,Western Europe,No
2005,Nov,Liechtenstein,Swisscom Liechtenstein,GSM,2G,,10,"900, 1800",,"2x4.2, 2x4.2",,"937.6-941.8/892.6-896.8, 1739.4-1740.2/1834.4-1835.2, 1750.2-1753.6/1845.2-1848.6",,Renewal,,Western Europe,No
2000,,Liechtenstein,Telecom FL,GSM,2G,,,"900, 1800",,"2x4.2, 2x4.2",,"937.6-941.8/892.6-896.8, 1739.4-1740.2/1834.4-1835.2, 1750.2-1753.6/1845.2-1848.6",,,,Western Europe,No
2016,Apr,Finland,Aland Telecommunications (Alcom),Open,,,19,450,,2x4.5,,"452.425-456.925, 462.425-466.925",,,,Western Europe,No
2014,May,Finland,Ukkoverkot (Ukko Mobile),LTE,4G,,11,450,,2x4.5MHz,,452.425-456.925/462.425-466.925,,,,Western Europe,No
2002,Jan,Norway,BaneTele,GSM,2G,,12,900,,2x4.6,,,,Transferred to Network Norway in 2006,,Western Europe,No
2002,Jan,Norway,NetCom,GSM,2G,,12,900,,2x4.6,,,,Now Telia,,Western Europe,No
2002,Jan,Norway,Telenor Mobil,GSM,2G,,12,900,,2x4.6,,,,,,Western Europe,No
2015,Feb,Spain,Telefonica Espana (Movistar),Open,4G,,15,900,,2x4.8,,945.1-949.9/900.1-904.9,,,,Western Europe,No
2011,Jul,Spain,Telefonica Moviles Espana (Movistar),Open,4G,,19,900,,2x4.8,,900.1-904.9/945.1-949.9,,,,Western Europe,No
2010,May,France,Orange,W-CDMA,3G,320,20,2100,,2x4.8,,1950.1-1954.9/2140.1-2144.9,,,10-0634,Western Europe,No
2002,Oct,Austria,max.mobil,GSM,2G,9.5,,,,2x4.8,,,,,,Western Europe,No
2010,May,Germany,Telefonica (O2),Open,3G,82,,2100,,2x4.95,,1954.95-1959.9/2144.95-2149.9,,,,Western Europe,No
2010,May,Germany,Vodafone,Open,3G,115,,2100,,2x4.95,,1930.2-1935.15/2120.2-2125.15,,,,Western Europe,No
2010,May,Germany,E-Plus,Open,3G,230,,2100,,"2x4.95, 2x4.95",,"1935.15-1940.1/2125.15-2130.1, 1950-1954.95/2140-2144.95",,,,Western Europe,No
2018,Apr,Malta,GO,Open,4G,,,2600,,2x40,,2500-2540/2620-2660,,,,Western Europe,No
2015,Feb,Liechtenstein,Swisscom Liechtenstein,Open,,0.046,10,1800,,2x40,,"1710.1-1730.1/1805.1-1825.1, 1735.1-1740.1/1830.1-1835.1, 1770.1-1785.1/1865.1-1880.1",,,,Western Europe,No
2007,Nov,Norway,Telenor Norge,LTE,4G,16.9,15,2600,,2x40,4x10,2520-2560 / 2640-2680,,,,Western Europe,No
2019,May,Norway,ice,Open,,0.6,20,450,,2x5,,452.5-457.5/462.5-467.5,,Licence valid from Jan-20,,Western Europe,No
2019,Feb,Denmark,TT-Netvaerket,Open,5G,15.9,20,700,,2x5,,713-718/768-773,,effective Apr-20,,Western Europe,No
2019,Feb,Switzerland,Sunrise,Open,5G,94.3,15,700,"700, 1400, 3500",2x5,"1x10, 1x15, 1x100 ",,,,,Western Europe,No
2018,Feb,Sweden,Net1,Open,,4.6,25,450,,2x5,,452.5-457.5/462.5-467.5,,,,Western Europe,No
2017,May,Iceland,Fjarskipti,Open,4G,n/a,6,800,,2x5,,806-811/847-852,,,,Western Europe,No
2017,May,Iceland,Fjarskipti,Open,4G,n/a,6,800,,2x5,,801-806/842-847,,,,Western Europe,No
2017,May,Iceland,Nova,Open,4G,0.179,6,800,,2x5,,796-801/837-842,,,,Western Europe,No
2017,May,Iceland,Nova,Open,4G,0.179,15,800,,2x5,,791-796/832-837,,,,Western Europe,No
2016,Oct,Sweden,Hi3G Access,Open,4G,11.22,10.5,1800,,2x5,,1775-1780/1870-1875,,,"Auctioned Oct-16, valid Jun-17",Western Europe,No
2016,Jul,Italy,Iliad,Open,3G,,,900,,2x5,,,,Acquired from Wind Tre,,Western Europe,No
2015,Dec,France,Altice,LTE,4G,492.7,20,700,,2x5,,703-708/758-763,,Effective Jul-19,15-1569,Western Europe,No
2015,Dec,France,Bouygues,LTE,4G,493.9,20,700,,2x5,,718-723/773-778,,Effective Jul-19,15-1566,Western Europe,No
2015,Dec,Isle of Man,Manx Telecom,Open,,,,800,,2x5,,,,,,Western Europe,No
2015,Dec,Isle of Man,Sure Telecom,Open,,,,800,,2x5,,,,,,Western Europe,No
2015,Dec,Norway,TeliaSonera Norge,LTE,4G,52,18,1800,,2x5,,1710-1715 / 1805-1810,,,,Western Europe,No
2015,Aug,France,Free,LTE,4G,n/a,15,1800,,2x5,,,,,14-1542,Western Europe,No
2015,May,Sweden,Net1,LTE,4G,,,450,,2x5,,452.5-457.5/462.5-467.5,,Amended to permit LTE,,Western Europe,No
2015,Feb,Liechtenstein,Telecom Liechtenstein (FL1),Open,,0.006,2,1800,,2x5,,1730.1-1735.1/1825.1-1830.1,,Valid until end Dec-16,,Western Europe,No
2015,Feb,Spain,Telefonica Espana (Movistar),Open,4G,,15,900,,2x5,,940.1-945.1/895.1-900.1,,,,Western Europe,No
2015,Feb ,Liechtenstein,Swisscom Liechtenstein,Open,,,8,900,,2x5,,1730.1-1735.1/1825.1-1830.1,,(Refarmed) Effective from Jan-17,,Western Europe,No
2013,Dec,Norway,Telco Data,LTE,4G,114,20,900,,2x5,,880.0-885.1 / 925.0-930.1,,Now part of ice,,Western Europe,No
2013,Dec,Norway,Telenor Norge,LTE,4G,74,20,900,,2x5,,899.9-904.9 / 949.9-960.0,,,,Western Europe,No
2013,Dec,Norway,TeliaSonera Norge,LTE,4G,102,20,900,,2x5,,885.1-890.1 / 930.1-935.1,,,,Western Europe,No
2013,May,Spain,Orange Espana,Open,4G,,17,900,,2x5,,925.1-930.1/880.1-885.1,,,,Western Europe,No
2013,May,Spain,Telefonica Espana (Movistar),Open,4G,,17,900,,2x5,,935.1-940.1/890.1-895.1,,,,Western Europe,No
2013,Apr,Iceland,Fjarskipti,LTE,4G,0.21,10,1800,,2x5,,1758.9-1763.9/1853.9-1858.9,,,,Western Europe,No
2013,Apr,Iceland,Nova,LTE,4G,0.26,10,1800,,2x5,,1779.1-1784.1/1874.1-1879.1,,,,Western Europe,No
2013,Feb,United Kingdom,Three,LTE,4G,352,20,800,,2x5,,"791-796, 832-837",,,No. 0943535,Western Europe,No
2013,Jan,Netherlands,Vodafone,LTE,4G,*,17,2100,,2x5,,1965-1970/2155-2160,,,*Vodafone paid total EUR1.380 billion (USD1.822 billion) for multiple blocks issued Jan-13 (auctioned Oct-12),Western Europe,No
2012,Nov,Norway,Mobile Norway,W-CDMA,3G,,20,2100,,2x5,,1959.9-1964.9 / 2149.9-2154.9,,Sold to ice in March 2015,,Western Europe,No
2012,Mar,Portugal,Vodafone Portugal,Open,4G,34.8,15,900,,2x5,,930-935/885-890,,,,Western Europe,No
2012,Feb,Iceland,Fjarskipti,W-CDMA,3G,n/a,10,900,,2x5,,885-890/930-935,,,,Western Europe,No
2012,Feb,Sweden,Net4Mobility,Open,,,,900,,2x5,,930-935/885-890,,,,Western Europe,No
2012,Feb,Switzerland,Orange (now Salt),Open,,,15,900,,2x5,,880.1-885.1/925.1-930.1,,Effective from Jan 2014,,Western Europe,No
2011,Oct,Spain,Vodafone Spain,Open,4G,,19,2600,,2x5,,2675-2680/2555-2560,,20 regional licences,,Western Europe,No
2011,Aug,Malta,Melita,W-CDMA,3G,,15,900,,2x5,,880-885/925-930,,,,Western Europe,No
2011,Jul,Spain,Orange Espana ,Open,4G,181,19,900,,2x5,,930.1-935.1/885.1-890.1,,,,Western Europe,No
2011,Jul,Spain,Telefonica Moviles Espana (Movistar),Open,4G,,19,900,,2x5,,895.1-900.1/940.1-945.1,,,,Western Europe,No
2011,Jul,Spain,Telefonica Moviles Espana (Movistar),Open,4G,,19,900,,2x5,,890.1-895.1/935.1-940.1,,,,Western Europe,No
2010,Oct,Denmark,Hi3G,LTE,4G,1.38,23,900,,2x5,,891.9-896.9/936.9-941.9,,effective Jan-11,,Western Europe,No
2010,Jul,Sweden,Tele2,Open,,,,900,,2x5,,885-890/930-935,,,Acquired via SweFour takeover,Western Europe,No
2010,Jun,France,Altice,W-CDMA,3G,340,20,2100,,2x5,,1959.9-1964.9/2149.9-2154.9,,,10-0633,Western Europe,No
2010,Apr,Netherlands,T-Mobile,LTE,4G,0.14,20,2600,,2x5,,2530-2535/2650-2655,,,,Western Europe,No
2010,Jan,France,Free,W-CDMA,3G,344,20,2100,,2x5,,1954.9-1959.9/2144.9-2149.9,,,10-0043,Western Europe,No
2010,Jan,France,Free,W-CDMA,3G,,20,900,,2x5,,899.9-904.9/944.9-949.9,,,10-0043,Western Europe,No
2009,Jun,Italy,TIM,W-CDMA,3G,119,,2100,,2x5,,,,,,Western Europe,No
2009,Jun,Italy,Vodafone,W-CDMA,3G,120,,2100,,2x5,,,,,,Western Europe,No
2009,Jun,Italy,Wind,W-CDMA,3G,119,,2100,,2x5,,,,,,Western Europe,No
